value
0.44811657
0.44651172
0.44245178
0.43784112
0.43356308
0.4291752
0.42521435
0.42095238
0.41643885
0.41201404
0.4080582
0.40627176
0.40406275
0.4004741
0.39689
0.39289847
0.38893738
0.38282198
0.37658226
0.37200367
0.36938247
0.3688775
0.3676435
0.36597976
0.3633608
0.35969493
0.3564731
0.35246387
0.34917417
0.3460647
0.34294242
0.34037414
0.33593127
0.3308299
0.3245659
0.31843132
0.31535006
0.31216404
0.30910078
0.3055066
0.30267942
0.3024406
0.30070084
0.29905564
0.29764408
0.29786852
0.29989064
0.29884937
0.2952976
0.28966957
0.28513333
0.2840913
0.28301215
0.2814023
0.27741233
0.2726552
0.2698458
0.26743567
0.26643676
0.26495197
0.26254597
0.26032272
0.25653628
0.2534962
0.2502231
0.24775518
0.24303149
0.23885682
0.2351711
0.22992171
0.22285095
0.21701427
0.21289822
0.21159966
0.21053447
0.20866357
0.2078913
0.2066682
0.20538016
0.20334041
0.20230941
0.20313375
0.20255527
0.20040043
0.19775647
0.19707759
0.1993514
0.20071982
0.20112775
0.2008918
0.2013918
0.20445621
0.20508806
0.2046598
0.20364894
0.20138335
0.19872557
0.19432
0.19163859
0.19057584
0.18930764
0.18823694
0.18651041
0.18594517
0.18667778
0.18846305
0.18804505
0.18589836
0.18318889
0.18002301
0.17654312
0.17366672
0.17064519
0.16945285
0.1702268
0.17154448
0.17281991
0.1707292
0.16777308
0.16637075
0.16535948
0.16472079
0.16275509
0.16073987
0.1589999
0.15722577
0.15731266
0.15779841
0.15726624
0.15459019
0.15076318
0.14610709
0.14309835
0.14099048
0.139415
0.13763407
0.13800211
0.1369469
0.13272783
0.1250154
0.116229996
0.110684045
0.10825488
0.107766055
0.10731742
0.10544924
0.10414001
0.104068816
0.10468728
0.10508578
0.1046806
0.10556126
0.10742455
0.10889318
0.10965913
0.11016378
0.111010894
0.11047886
0.10987598
0.109881386
0.11103601
0.11302105
0.11490777
0.11650267
0.115523644
0.11325534
0.112699926
0.11183798
0.111520074
0.11202822
0.114449166
0.1181472
0.121773064
0.12517524
0.12828472
0.13089587
0.13252026
0.133386
0.1346278
0.13728325
0.14127459
0.14636607
0.150358
0.15348797
0.15578994
0.15745853
0.15838541
0.15907298
0.16002877
0.16126207
0.16176675
0.16053544
0.15598752
0.15048993
0.14713214
0.14639582
0.14723644
0.14831866
0.15053764
0.15350725
0.15487504
0.15395123
0.15205486
0.15103208
0.15111117
0.15127422
0.15250234
0.15531965
0.15939218
0.16333243
0.16601868
0.16815561
0.16928801
0.16922854
0.1684465
0.16740006
0.16640472
0.16537756
0.16422766
0.16286479
0.1620122
0.1612649
0.15980557
0.15820934
0.15714277
0.15724687
0.15740114
0.15754034
0.15935692
0.16334999
0.1682582
0.17231157
0.17435004
0.17580122
0.1758266
0.17465068
0.17391853
0.173925
0.17492267
0.175341
0.1756068
0.17581576
0.17521489
0.17430766
0.17367338
0.17276026
0.17158633
0.17119779
0.17258449
0.17473511
0.17576224
0.17550537
0.175621
0.17702137
0.17946094
0.18159127
0.18269551
0.18212512
0.17974444
0.17638527
0.1730513
0.16968928
0.16710454
0.16543843
0.16420388
0.16327596
0.16322146
0.16533116
0.16786364
0.16830663
0.16830535
0.16917916
0.17058678
0.1712223
0.1704946
0.16838577
0.16470423
0.15882944
0.15182701
0.14446022
0.13770793
0.13204435
0.12866484
0.12812492
0.12889959
0.12964174
0.13022639
0.13082378
0.13135114
0.1296139
