Step,Value
1672,0.5005373
1673,0.499848
1674,0.5002886
1675,0.5002238
1676,0.49982595
1677,0.49856934
1678,0.49798945
1679,0.49833426
1680,0.49953473
1681,0.5006612
1682,0.5023502
1683,0.5048217
1684,0.50707495
1685,0.5088436
1686,0.5110625
1687,0.51263714
1688,0.5142196
1689,0.514041
1690,0.5137385
1691,0.5130762
1692,0.5127218
1693,0.512781
1694,0.51259655
1695,0.51245195
1696,0.51351064
1697,0.5149387
1698,0.51742995
1699,0.51956826
1700,0.519444
1701,0.5182539
1702,0.51552063
1703,0.5121762
1704,0.5084448
1705,0.5055379
1706,0.5013366
1707,0.49626005
1708,0.48910052
1709,0.48155537
1710,0.47459555
1711,0.46852148
1712,0.46200648
1713,0.45715058
1714,0.45370927
1715,0.45096314
1716,0.44464776
1717,0.43720734
1718,0.42998144
1719,0.42373118
1720,0.41796312
1721,0.4140422
1722,0.40979585
1723,0.4074579
1724,0.4057852
1725,0.4031038
1726,0.39994776
1727,0.39490813
1728,0.39137217
1729,0.38850588
1730,0.38644084
1731,0.38352168
1732,0.38212714
1733,0.38328254
1734,0.3839939
1735,0.38295892
1736,0.38221952
1737,0.3792573
1738,0.37549314
1739,0.36949608
1740,0.36387116
1741,0.35708088
1742,0.34977993
1743,0.34300435
1744,0.3367884
1745,0.33186567
1746,0.32854363
1747,0.32286265
1748,0.31628996
1749,0.30915102
1750,0.30416125
1751,0.3031326
1752,0.30271497
1753,0.303073
1754,0.30326217
1755,0.3056711
1756,0.30604112
1757,0.30454978
1758,0.3033961
1759,0.30224696
1760,0.30194908
1761,0.30276507
1762,0.3016306
1763,0.29908386
1764,0.29334655
1765,0.28750917
1766,0.28127742
1767,0.27470163
1768,0.26898837
1769,0.26451665
1770,0.2621119
1771,0.26118147
1772,0.2574996
1773,0.2525791
1774,0.2470515
1775,0.24248001
1776,0.24028939
1777,0.23822623
1778,0.23635674
1779,0.23328075
1780,0.22974183
1781,0.2247686
1782,0.21988489
1783,0.21520346
1784,0.21060093
1785,0.20608449
1786,0.20200649
1787,0.19777285
1788,0.19448312
1789,0.19166264
1790,0.18980041
1791,0.18827325
1792,0.18742967
1793,0.18717521
1794,0.18759699
1795,0.18926887
1796,0.19152747
1797,0.19243672
1798,0.19291736
1799,0.19356237
1800,0.19385561
1801,0.19263469
1802,0.18986006
1803,0.1874487
1804,0.18643795
1805,0.18633823
1806,0.18692452
1807,0.18767555
1808,0.18972659
1809,0.19344285
1810,0.19873372
1811,0.2033657
1812,0.20852813
1813,0.21421279
1814,0.22163203
1815,0.22876419
1816,0.23576233
1817,0.24233754
1818,0.24946906
1819,0.2580855
1820,0.26647526
1821,0.27315694
1822,0.2817856
1823,0.2899928
1824,0.29766208
1825,0.30450255
1826,0.30964133
1827,0.315861
1828,0.3212352
1829,0.3277886
1830,0.33458403
1831,0.3421736
1832,0.34794644
1833,0.3523192
1834,0.35793015
1835,0.36479264
1836,0.37043113
1837,0.37661844
1838,0.3807065
1839,0.38357267
1840,0.3837986
1841,0.384678
1842,0.38527352
1843,0.3857195
1844,0.38854098
1845,0.39285508
1846,0.39640093
1847,0.40058252
1848,0.40266815
1849,0.40518168
1850,0.40866238
1851,0.4126924
1852,0.41954085
1853,0.42595136
1854,0.4334486
1855,0.43978137
1856,0.44617704
1857,0.45097968
1858,0.45458502
1859,0.45835006
1860,0.4612718
1861,0.46265286
1862,0.465764
1863,0.46875942
1864,0.47154114
1865,0.47298384
1866,0.47681054
1867,0.48051012
1868,0.4831341
1869,0.48661813
1870,0.49073353
1871,0.49386987
1872,0.49744847
1873,0.49948487
1874,0.50194347
1875,0.5049318
1876,0.5087593
1877,0.51537466
1878,0.52041173
1879,0.52332836
1880,0.5232081
1881,0.5247453
1882,0.5276122
1883,0.52878976
1884,0.5296784
1885,0.5308257
1886,0.5326987
1887,0.53583324
1888,0.53763515
1889,0.5388766
1890,0.5391213
1891,0.5405233
1892,0.5414331
1893,0.54150087
1894,0.5416247
1895,0.54410535
1896,0.5476236
1897,0.55073106
1898,0.55280554
1899,0.55467415
1900,0.55600584
1901,0.5558419
1902,0.5552805
1903,0.5548562
1904,0.5547594
1905,0.5542139
1906,0.55512744
1907,0.5569747
1908,0.5585251
1909,0.5600731
1910,0.56188655
1911,0.5633011
1912,0.5649669
1913,0.5661762
1914,0.5679464
1915,0.5696144
1916,0.5718775
1917,0.5751426
1918,0.5781947
1919,0.57937133
1920,0.5795197
1921,0.57893425
1922,0.5786931
1923,0.5780724
1924,0.57738376
1925,0.577419
1926,0.5770961
1927,0.5764456
1928,0.5755376
1929,0.57410514
1930,0.57163215
1931,0.57109207
1932,0.5732689
1933,0.57752395
1934,0.5826054
1935,0.5875959
1936,0.5922233
1937,0.5962142
1938,0.5981478
1939,0.5989865
1940,0.5993513
1941,0.6011312
1942,0.6043207
1943,0.6078395
1944,0.60999507
1945,0.6093037
1946,0.6067564
1947,0.6060082
1948,0.6079532
1949,0.6112406
1950,0.6133347
1951,0.6128999
1952,0.6117043
1953,0.6106673
1954,0.6105391
1955,0.61065054
1956,0.6111464
1957,0.6112114
1958,0.6104446
1959,0.6101389
1960,0.6105248
1961,0.609997
1962,0.6092508
1963,0.60825235
1964,0.6070681
1965,0.60565734
1966,0.6046587
1967,0.60392267
1968,0.6029078
1969,0.6016469
1970,0.6018221
1971,0.60304517
1972,0.60327035
1973,0.6015084
1974,0.5988087
1975,0.5963311
1976,0.59424114
1977,0.59203374
1978,0.59011275
1979,0.58936876
1980,0.5895602
1981,0.5889345
1982,0.5866782
1983,0.5826975
1984,0.577623
1985,0.5721637
1986,0.5681611
1987,0.5654035
1988,0.56310636
1989,0.5603146
1990,0.5582841
1991,0.5583994
1992,0.55883217
1993,0.5579968
1994,0.55568224
1995,0.55290854
1996,0.55016345
1997,0.54675645
1998,0.542936
1999,0.53973836
2000,0.53845537
2001,0.539092
2002,0.54030806
2003,0.540767
2004,0.5404877
2005,0.5407252
2006,0.5410032
2007,0.54143447
2008,0.54312634
2009,0.5451497
2010,0.5462541
2011,0.54476106
2012,0.54311174
2013,0.5438015
2014,0.5463871
2015,0.54916096
2016,0.55046433
2017,0.5504353
2018,0.5505975
2019,0.5520754
2020,0.555079
2021,0.5577686
2022,0.5581235
2023,0.55630803
2024,0.5537199
2025,0.55231935
2026,0.55184275
2027,0.55171096
2028,0.5527753
2029,0.55557257
2030,0.55939883
2031,0.5617069
2032,0.56099147
2033,0.5584739
2034,0.5555547
2035,0.55320513
2036,0.55046594
2037,0.5481796
2038,0.54736966
2039,0.54887164
2040,0.5507808
2041,0.55095226
2042,0.5504177
2043,0.54917014
2044,0.5465178
2045,0.54065675
2046,0.5332896
2047,0.52790445
2048,0.52556473
2049,0.52495635
2050,0.5249597
2051,0.52624357
2052,0.52977544
2053,0.5336141
2054,0.5366795
2055,0.5391752
2056,0.5411164
2057,0.5422699
2058,0.5433612
2059,0.54427946
2060,0.5446004
2061,0.5424159
2062,0.54029614
2063,0.5401005
2064,0.5404004
2065,0.54033506
2066,0.5399007
2067,0.53991073
2068,0.5400911
2069,0.53933257
2070,0.5380574
2071,0.5364665
2072,0.53538656
2073,0.53528327
2074,0.53588986
2075,0.5368582
2076,0.53623056
2077,0.5346164
2078,0.5344564
2079,0.5364207
2080,0.5391125
2081,0.5421516
2082,0.54422146
2083,0.5461612
2084,0.54819834
2085,0.5512694
2086,0.5545201
2087,0.5581909
2088,0.56194705
2089,0.5669676
2090,0.5716677
2091,0.57492936
2092,0.57539713
2093,0.5753326
2094,0.57687384
2095,0.5808094
2096,0.58463484
2097,0.5867677
2098,0.58662426
2099,0.5855669
2100,0.5854812
2101,0.58617765
2102,0.58795136
2103,0.5904008
2104,0.59384817
2105,0.597622
2106,0.60116494
2107,0.60272133
2108,0.6020309
2109,0.60102695
2110,0.6010018
2111,0.6008443
2112,0.60081273
2113,0.6005032
2114,0.6015578
2115,0.6023563
2116,0.6015449
2117,0.59793055
2118,0.5933664
2119,0.59023446
2120,0.5872724
2121,0.58356106
2122,0.5800775
2123,0.5783822
2124,0.5785173
2125,0.5799476
2126,0.5806362
2127,0.58100224
2128,0.5825435
2129,0.58618915
2130,0.5915029
2131,0.5962163
2132,0.5990484
2133,0.6031236
2134,0.60738796
2135,0.61095685
2136,0.61238325
2137,0.61274135
2138,0.6127862
2139,0.612047
2140,0.611246
2141,0.6113479
2142,0.6121117
2143,0.61316234
2144,0.6132346
2145,0.6106283
2146,0.60611874
2147,0.6022146
2148,0.59976393
2149,0.5979606
2150,0.59705967
2151,0.59839416
2152,0.6023211
2153,0.60649014
2154,0.6086871
2155,0.6093992
2156,0.61004025
2157,0.61143774
2158,0.6135612
2159,0.61520135
2160,0.6165012
2161,0.6183056
2162,0.61957455
2163,0.6196734
2164,0.6184153
2165,0.61647797
2166,0.61381066
2167,0.6107477
2168,0.6074489
2169,0.60321677
2170,0.59713995
2171,0.5901783
2172,0.58344734
2173,0.5778546
2174,0.5732174
2175,0.57028764
2176,0.568695
2177,0.56771815
2178,0.5682809
2179,0.57043993
2180,0.5731812
2181,0.5739725
2182,0.5722214
2183,0.5692154
2184,0.5650745
2185,0.5597428
2186,0.5532436
2187,0.54770994
2188,0.5455547
2189,0.5471099
2190,0.54960495
2191,0.5496946
2192,0.54735863
2193,0.5442735
2194,0.5427539
2195,0.54287505
2196,0.54346645
2197,0.54279053
2198,0.54058486
2199,0.53805506
2200,0.53691757
2201,0.5375599
2202,0.539137
2203,0.5409361
2204,0.5423698
2205,0.5436618
2206,0.5457906
2207,0.549451
2208,0.55511034
2209,0.5600012
2210,0.5628367
2211,0.5648483
2212,0.56647235
2213,0.56782925
2214,0.56810087
2215,0.56896085
2216,0.57197535
2217,0.57502925
2218,0.5772566
2219,0.577513
2220,0.5775888
2221,0.5773608
2222,0.5764176
2223,0.575114
2224,0.57366997
2225,0.573991
2226,0.57493895
2227,0.5754402
2228,0.5760359
2229,0.5762116
2230,0.57658154
2231,0.57724893
2232,0.57837194
2233,0.5817294
2234,0.58477646
2235,0.5868682
2236,0.588193
2237,0.5892689
2238,0.59072185
2239,0.59121037
2240,0.5918692
2241,0.5937583
2242,0.59567696
2243,0.5984241
2244,0.60151225
2245,0.60627437
2246,0.610939
2247,0.6135096
2248,0.6138926
2249,0.61238647
2250,0.61110693
2251,0.60894173
2252,0.6046899
2253,0.60008925
2254,0.5957738
2255,0.59287745
2256,0.58950835
2257,0.5842758
2258,0.5779662
2259,0.57246053
2260,0.5703191
2261,0.5708493
2262,0.5718014
2263,0.5719585
2264,0.5730777
2265,0.57526326
2266,0.57798594
2267,0.5800518
2268,0.5821403
2269,0.58430976
2270,0.5855351
2271,0.58605736
2272,0.58774114
2273,0.5905328
2274,0.5923959
2275,0.591693
2276,0.5894995
2277,0.5875523
2278,0.5850882
2279,0.5812562
2280,0.5766133
2281,0.57261926
2282,0.5690864
2283,0.56392986
2284,0.55809927
2285,0.5530649
2286,0.5489966
2287,0.5467771
2288,0.54624385
2289,0.54722995
2290,0.54861003
2291,0.55046284
2292,0.55190516
2293,0.5528843
2294,0.5535333
2295,0.5535228
2296,0.55250543
2297,0.5522114
2298,0.5522867
2299,0.5527676
2300,0.55387586
2301,0.5548104
2302,0.55677307
2303,0.55874324
2304,0.5607247
2305,0.5621405
2306,0.5647194
2307,0.5682092
2308,0.57331234
2309,0.5785751
2310,0.5828557
2311,0.5861129
2312,0.5897109
2313,0.5923397
2314,0.59513503
2315,0.59692633
2316,0.5991393
2317,0.6004903
2318,0.601497
2319,0.60346675
2320,0.60533464
2321,0.60588205
2322,0.6073431
2323,0.6082826
2324,0.60942024
2325,0.61119103
2326,0.61271185
2327,0.6151822
2328,0.61627907
2329,0.61642826
2330,0.61462694
2331,0.61315507
2332,0.61160624
2333,0.60902655
2334,0.6077226
2335,0.6076781
2336,0.6080824
2337,0.6090793
2338,0.6078136
2339,0.6067689
2340,0.6041153
2341,0.6010424
2342,0.5964507
2343,0.5912318
2344,0.5890203
2345,0.5897361
2346,0.59116733
2347,0.59268284
2348,0.5916994
2349,0.5906812
2350,0.59174234
2351,0.59437567
2352,0.5994594
2353,0.6051989
2354,0.6129295
2355,0.6212796
2356,0.6297893
2357,0.6351767
2358,0.637026
2359,0.6383217
2360,0.6410332
2361,0.6446285
2362,0.6494391
2363,0.65266734
2364,0.65521455
2365,0.6576145
2366,0.6631879
2367,0.6698022
2368,0.67545325
2369,0.6793886
2370,0.6820885
2371,0.68361735
2372,0.686124
2373,0.68828255
2374,0.6905517
2375,0.693027
2376,0.6953511
2377,0.69872254
2378,0.70146906
2379,0.70440257
2380,0.70721173
2381,0.70963216
2382,0.71009177
2383,0.70882016
2384,0.7079535
2385,0.70846117
2386,0.70944506
2387,0.7108802
2388,0.7116349
2389,0.7124496
2390,0.71204746
2391,0.71010387
2392,0.7071526
2393,0.7045745
2394,0.7039048
2395,0.70465064
2396,0.7056371
2397,0.7060276
2398,0.7059634
2399,0.7059932
2400,0.7060113
2401,0.7046884
2402,0.701829
2403,0.6998721
2404,0.69972235
2405,0.7004334
2406,0.7008945
2407,0.7012121
2408,0.70329076
2409,0.70579904
2410,0.7077971
2411,0.7091933
2412,0.7102435
2413,0.7115875
2414,0.7132698
2415,0.71552616
2416,0.7180497
2417,0.7190981
2418,0.7199458
2419,0.7222015
2420,0.7250666
2421,0.72738177
2422,0.72841245
2423,0.7283152
2424,0.72746986
2425,0.7268043
2426,0.72722495
2427,0.72787213
2428,0.727517
2429,0.72596866
2430,0.7248468
2431,0.7233714
2432,0.72209495
2433,0.72220683
2434,0.7230767
2435,0.7237115
2436,0.7226924
2437,0.7210745
2438,0.7209174
2439,0.7215113
2440,0.7227783
2441,0.7239564
2442,0.7268509
2443,0.7303356
2444,0.7320163
2445,0.7326129
2446,0.7328876
2447,0.73216033
2448,0.7307187
2449,0.7287917
2450,0.72738844
2451,0.72644955
2452,0.72444874
2453,0.7221525
2454,0.7200747
2455,0.7190246
2456,0.71725124
2457,0.71413004
2458,0.7090125
2459,0.7039139
2460,0.7000752
2461,0.6967599
2462,0.69353175
2463,0.69159
2464,0.6919975
2465,0.6938546
2466,0.69475317
2467,0.6959836
2468,0.6968729
2469,0.696392
2470,0.69393
2471,0.6908628
2472,0.6879022
2473,0.68579435
2474,0.6842778
2475,0.6836222
2476,0.6841486
2477,0.6849603
2478,0.6862362
2479,0.6876578
2480,0.68919045
2481,0.68865365
2482,0.68617785
2483,0.6836119
2484,0.68086576
2485,0.67835456
2486,0.67681193
2487,0.67578167
2488,0.6757652
2489,0.6743269
2490,0.67307425
2491,0.6730425
2492,0.6751179
2493,0.67858785
2494,0.6819331
2495,0.68618333
2496,0.6913524
2497,0.6956798
2498,0.69738317
2499,0.69656235
2500,0.6953294
2501,0.6956846
2502,0.6961248
2503,0.6949943
2504,0.69124955
2505,0.6866505
2506,0.6832727
2507,0.68354684
2508,0.6866889
2509,0.6906439
2510,0.6934456
2511,0.69580245
2512,0.69676393
2513,0.69604456
2514,0.69326305
2515,0.68964505
2516,0.6858548
2517,0.6817591
2518,0.6778419
2519,0.6755207
2520,0.6746502
2521,0.67432797
2522,0.67249495
2523,0.66993326
2524,0.66825044
2525,0.66761297
2526,0.66882306
2527,0.6717425
2528,0.67531174
2529,0.6791574
2530,0.68217534
2531,0.6842488
2532,0.6851449
2533,0.6838433
2534,0.68209016
2535,0.68089646
2536,0.681274
2537,0.6821014
2538,0.6819766
2539,0.6819252
2540,0.68224543
2541,0.6833228
2542,0.68438715
2543,0.6841952
2544,0.6831242
2545,0.6814127
2546,0.6792849
2547,0.6764011
2548,0.6720869
2549,0.668341
2550,0.6672911
2551,0.6690863
2552,0.67249435
2553,0.6760883
2554,0.6801569
2555,0.68425417
2556,0.6883758
2557,0.69288635
2558,0.6991273
2559,0.7057621
2560,0.7105426
2561,0.71245766
2562,0.7137616
2563,0.7156507
2564,0.71754843
2565,0.7188906
2566,0.7200695
2567,0.7205765
2568,0.7207128
2569,0.7215559
2570,0.7232202
2571,0.72478694
2572,0.7256612
2573,0.72607195
2574,0.7270851
2575,0.728452
2576,0.72912663
2577,0.72888994
2578,0.7279134
2579,0.7268114
2580,0.7253783
2581,0.7251125
2582,0.7265407
2583,0.72872895
2584,0.7316055
2585,0.7343704
2586,0.737281
2587,0.73909825
2588,0.73834085
2589,0.73662686
2590,0.7348202
2591,0.73400664
2592,0.73412406
2593,0.73425
2594,0.7340228
2595,0.7335099
2596,0.73319453
2597,0.7333662
2598,0.7340391
2599,0.7349672
2600,0.7353807
2601,0.734639
2602,0.7327241
2603,0.73056614
2604,0.72928715
2605,0.7294579
2606,0.7284765
2607,0.72491837
2608,0.71976113
2609,0.7154039
2610,0.7139049
2611,0.7143683
2612,0.7146843
2613,0.714289
2614,0.71317476
2615,0.7123296
2616,0.7113439
2617,0.71100914
2618,0.71129304
2619,0.7108024
2620,0.7086155
2621,0.7062761
2622,0.704734
2623,0.7051115
2624,0.70520604
2625,0.70335126
2626,0.6992095
2627,0.6921633
2628,0.6854334
2629,0.6790016
2630,0.67365044
2631,0.66823846
2632,0.6639712
2633,0.6610091
2634,0.657547
2635,0.6533966
2636,0.64987385
2637,0.6458626
2638,0.6431731
2639,0.6411638
2640,0.64031506
2641,0.63819665
2642,0.6361563
2643,0.6351947
2644,0.6344067
2645,0.633885
2646,0.634629
2647,0.6356613
2648,0.6369811
2649,0.636363
2650,0.6342268
2651,0.63377
2652,0.63436633
2653,0.6348073
2654,0.6334575
2655,0.6334995
2656,0.6329331
2657,0.6316133
2658,0.6297734
2659,0.6269193
2660,0.6249931
2661,0.6249263
2662,0.6246563
2663,0.62461746
2664,0.6212152
2665,0.6181593
2666,0.6164942
2667,0.61450034
2668,0.6122353
2669,0.60869956
2670,0.6064932
2671,0.605087
2672,0.6005836
2673,0.5941205
2674,0.5870838
2675,0.58366865
2676,0.5835807
2677,0.58328974
2678,0.58385646
2679,0.58468604
2680,0.58669364
2681,0.5879281
2682,0.5891638
2683,0.5922858
2684,0.5942385
2685,0.59375536
2686,0.59300405
2687,0.5913615
2688,0.58983546
2689,0.58892184
2690,0.58937746
2691,0.5899991
2692,0.590239
2693,0.5898618
2694,0.58878964
2695,0.5860261
2696,0.58245
2697,0.578701
2698,0.5763801
2699,0.57527286
2700,0.57462484
2701,0.5732746
2702,0.57043654
2703,0.56823206
2704,0.56726664
2705,0.56671697
2706,0.5647785
2707,0.56223226
2708,0.5607379
2709,0.5590617
2710,0.55581564
2711,0.5515937
2712,0.54717356
2713,0.5444403
2714,0.5426472
2715,0.54129523
2716,0.5386534
2717,0.53570855
2718,0.5327557
2719,0.52982587
2720,0.52609247
2721,0.5225071
2722,0.5192433
2723,0.5176025
2724,0.5168566
2725,0.51635516
2726,0.5168098
2727,0.5180346
2728,0.5203278
2729,0.52286446
2730,0.5257471
2731,0.52721244
2732,0.5272853
2733,0.527123
2734,0.52604747
2735,0.5242685
2736,0.52194804
2737,0.51948935
2738,0.51900285
2739,0.5196744
2740,0.5208428
2741,0.51983595
2742,0.5167093
2743,0.5133334
2744,0.5108755
2745,0.50857323
2746,0.5063559
2747,0.5034584
2748,0.50154716
2749,0.5000367
2750,0.49856517
2751,0.4964076
2752,0.49263436
2753,0.49021694
2754,0.48930305
2755,0.48989138
2756,0.4903379
2757,0.49082157
2758,0.49236542
2759,0.49394464
2760,0.49566036
2761,0.49753338
2762,0.49831367
2763,0.4990436
2764,0.5013588
2765,0.50511783
2766,0.5079646
2767,0.5107585
2768,0.51355994
2769,0.51501447
2770,0.5148234
2771,0.5139332
2772,0.5126147
2773,0.5112904
2774,0.5091761
2775,0.5066894
2776,0.5039737
2777,0.49956042
2778,0.4942877
2779,0.48887607
2780,0.48499134
2781,0.48056236
2782,0.4760511
2783,0.47277427
2784,0.47035405
2785,0.46827012
2786,0.46615607
2787,0.46393785
2788,0.46268642
2789,0.46251082
2790,0.46330073
2791,0.46433222
2792,0.46619037
2793,0.46835926
2794,0.46991417
2795,0.46916917
2796,0.46713018
2797,0.4659446
2798,0.46499985
2799,0.46373844
2800,0.46316162
2801,0.46331218
2802,0.463319
2803,0.4623471
2804,0.46046856
2805,0.45849276
2806,0.4559784
2807,0.453123
2808,0.45031193
2809,0.4483693
2810,0.4477249
2811,0.4487292
2812,0.4494334
2813,0.44832793
2814,0.44543964
2815,0.44253057
2816,0.44103006
2817,0.44073385
2818,0.44056696
2819,0.44004634
2820,0.43999788
2821,0.44075337
2822,0.44092122
2823,0.4413515
2824,0.44222227
2825,0.4419166
2826,0.44041595
2827,0.43742386
2828,0.43343753
2829,0.42847556
2830,0.42277932
2831,0.4176549
2832,0.41516697
2833,0.41419235
2834,0.4134526
2835,0.4109821
2836,0.40753275
2837,0.4036269
2838,0.40084705
2839,0.40057442
2840,0.4012501
2841,0.4000621
2842,0.39796293
2843,0.39543647
2844,0.3938243
2845,0.39150336
2846,0.38916236
2847,0.38689113
2848,0.38443807
2849,0.38212836
2850,0.38075235
2851,0.38196424
2852,0.38454387
2853,0.3867775
2854,0.38740662
2855,0.38691702
2856,0.38614288
2857,0.3860151
2858,0.38480288
2859,0.38241306
2860,0.3793216
2861,0.37721363
2862,0.375847
2863,0.3764614
2864,0.3798049
2865,0.38459513
2866,0.38765454
2867,0.3898845
2868,0.3912247
2869,0.39144585
2870,0.3905477
2871,0.38956904
2872,0.3881237
2873,0.3864807
2874,0.38480827
2875,0.38387084
2876,0.38514143
2877,0.38702813
2878,0.3882208
2879,0.38757175
2880,0.38596213
2881,0.38401425
2882,0.3837556
2883,0.38432452
2884,0.3840673
2885,0.38174948
2886,0.37968987
2887,0.37692082
2888,0.37412083
2889,0.37004796
2890,0.3668777
2891,0.36474165
2892,0.3629432
2893,0.36095843
2894,0.3592817
2895,0.35756722
2896,0.35652915
2897,0.35439506
2898,0.35270807
2899,0.35156775
2900,0.35014045
2901,0.34872097
2902,0.34585628
2903,0.34343427
2904,0.3415098
2905,0.3400843
2906,0.3373925
2907,0.33457288
2908,0.33192727
2909,0.3289856
2910,0.32564378
2911,0.32363293
2912,0.32166713
2913,0.32071006
2914,0.32076782
2915,0.3218656
2916,0.32180858
2917,0.3208317
2918,0.3197139
2919,0.31993482
2920,0.32135853
2921,0.3239969
2922,0.32573956
2923,0.3277009
2924,0.3297508
2925,0.32947513
2926,0.32760835
2927,0.32430497
2928,0.32124454
2929,0.3199381
2930,0.32054
2931,0.31980616
2932,0.31756833
2933,0.31504166
2934,0.3136202
2935,0.3133439
2936,0.31329808
2937,0.3129325
2938,0.31321052
2939,0.314613
2940,0.31668502
2941,0.31776732
2942,0.31787598
2943,0.31733674
2944,0.3173931
2945,0.3180607
2946,0.31861717
2947,0.31688604
2948,0.313164
2949,0.3096252
2950,0.30811834
2951,0.3090922
2952,0.31104928
2953,0.31362534
2954,0.3173668
2955,0.321736
2956,0.32514417
2957,0.3269929
2958,0.3274372
2959,0.32794505
2960,0.32859814
2961,0.32859373
2962,0.32831
2963,0.3284752
2964,0.33049235
2965,0.33337417
2966,0.33589336
2967,0.33816302
2968,0.3400183
2969,0.34204057
2970,0.34389818
2971,0.34524357
2972,0.34589797
2973,0.3466285
2974,0.34821373
2975,0.35011667
2976,0.3511244
2977,0.35108602
2978,0.35108098
2979,0.35247976
2980,0.3549566
2981,0.35643953
2982,0.35566527
2983,0.35379103
2984,0.35167697
2985,0.3498798
2986,0.3480102
2987,0.34732485
2988,0.34875348
2989,0.3508556
2990,0.3530602
2991,0.35500917
2992,0.35504976
2993,0.35435173
2994,0.35485274
2995,0.35754454
2996,0.36088187
2997,0.362732
2998,0.36225927
2999,0.3606261
3000,0.35976198
3001,0.36005586
3002,0.3609386
3003,0.3622588
3004,0.36504543
3005,0.3697032
3006,0.37313318
3007,0.37372327
3008,0.37323666
3009,0.37219965
3010,0.3710201
3011,0.36966395
3012,0.3689961
3013,0.36939517
3014,0.3707558
3015,0.3722255
3016,0.37334967
3017,0.37376434
3018,0.37341684
3019,0.37272304
3020,0.37119216
3021,0.3689389
3022,0.36671814
3023,0.3643887
3024,0.36248538
3025,0.36127773
3026,0.36029807
3027,0.3599434
3028,0.36070547
3029,0.36340463
3030,0.3663169
3031,0.3685375
3032,0.3700312
3033,0.37192598
3034,0.3738514
3035,0.3740195
3036,0.37243938
3037,0.37028942
3038,0.36693352
3039,0.36188832
3040,0.35501984
3041,0.34817275
3042,0.3430959
3043,0.3386944
3044,0.33457124
3045,0.33109844
3046,0.3290769
3047,0.3295217
3048,0.3296579
3049,0.32952014
3050,0.33021247
3051,0.33248007
3052,0.33680233
3053,0.34025574
3054,0.3427885
3055,0.34557644
3056,0.3510624
3057,0.35752794
3058,0.36277974
3059,0.36853445
3060,0.37620223
3061,0.38344023
3062,0.39058396
3063,0.3961649
3064,0.4015673
3065,0.40551397
3066,0.40861368
3067,0.4104565
3068,0.41218343
3069,0.4143466
3070,0.41726363
3071,0.42008004
3072,0.4248641
3073,0.42993727
3074,0.434582
3075,0.4385694
3076,0.4416274
3077,0.44575673
3078,0.44914496
3079,0.45209894
3080,0.45461437
3081,0.45753115
3082,0.4588824
3083,0.45794863
3084,0.45652708
3085,0.4555558
3086,0.4528002
3087,0.4516689
3088,0.45340496
3089,0.457654
3090,0.46179697
3091,0.46526095
3092,0.467962
3093,0.47002196
3094,0.47137344
3095,0.4711493
3096,0.46962723
3097,0.46980247
3098,0.47134385
3099,0.47342685
3100,0.47501838
3101,0.4759997
3102,0.47825617
3103,0.4808775
3104,0.48315123
3105,0.48411855
3106,0.4854926
3107,0.4865272
3108,0.4860528
3109,0.48460963
3110,0.48375773
3111,0.48467863
3112,0.48673543
3113,0.48797178
3114,0.48826623
3115,0.4890789
3116,0.49300802
3117,0.49820104
3118,0.5035919
3119,0.507939
3120,0.5128693
3121,0.5179285
3122,0.52311647
3123,0.52706313
3124,0.5291594
3125,0.53024477
3126,0.53075874
3127,0.5313212
3128,0.5309659
3129,0.5289962
3130,0.5261406
3131,0.52343744
3132,0.5217095
3133,0.5215527
3134,0.5204742
3135,0.517082
3136,0.5125449
3137,0.50865066
3138,0.5065691
3139,0.5048325
3140,0.5027189
3141,0.4997903
3142,0.49577773
3143,0.49212578
3144,0.49004847
3145,0.4895827
3146,0.48969638
3147,0.48931623
3148,0.48824397
3149,0.48650694
3150,0.4853611
3151,0.48514962
3152,0.4850928
3153,0.4842588
3154,0.48118877
3155,0.47726935
3156,0.47463146
3157,0.47482416
3158,0.47849408
3159,0.48278016
3160,0.48671144
3161,0.4905093
3162,0.4936291
3163,0.49592608
3164,0.49670604
3165,0.49768358
3166,0.5002878
3167,0.50354064
3168,0.50731015
3169,0.5101718
3170,0.51233464
3171,0.51309335
3172,0.51216245
3173,0.5100143
3174,0.5071742
3175,0.5057942
3176,0.5055761
3177,0.5056184
3178,0.5063262
3179,0.5072924
3180,0.5081952
3181,0.50837106
3182,0.5079453
3183,0.50773376
3184,0.506506
3185,0.50359166
3186,0.49969512
3187,0.4962547
3188,0.49455556
3189,0.49392843
3190,0.49383742
3191,0.49372214
3192,0.49456254
3193,0.49510637
3194,0.49377865
3195,0.491622
3196,0.48984563
3197,0.48879617
3198,0.4868123
3199,0.48401633
3200,0.48268673
3201,0.48379666
3202,0.48576865
3203,0.4858645
3204,0.48332062
3205,0.47993487
3206,0.47691366
3207,0.47482175
3208,0.47221175
3209,0.47019026
3210,0.46938923
3211,0.46933445
3212,0.4690239
3213,0.4670077
3214,0.46425587
3215,0.4605103
3216,0.45654595
3217,0.4526354
3218,0.44930327
3219,0.44724998
3220,0.44512504
3221,0.44356963
3222,0.44317317
3223,0.44391266
3224,0.44481283
3225,0.44310278
3226,0.4382187
3227,0.43136013
3228,0.4252919
3229,0.42175412
3230,0.41955498
3231,0.4175994
3232,0.41632336
3233,0.41644105
